-0.002,4.59828943710903
0,4.56600105471718
0.002,4.53109321954245
0.004,4.49358857490433
0.006,4.45350462469505
0.008,4.41085466023616
0.01,4.36564860077586
0.012,4.31789426780953
0.014,4.26759935145795
0.016,4.21477407592784
0.018,4.15943458882752
0.02,4.10160719008497
0.022,4.04133328528757
0.024,3.97867443394227
0.026,3.91371649041978
0.028,3.8603464996526
0.03,3.74988392869463
0.032,3.63850823894879
0.034,3.52782462222969
0.036,3.41936201712926
0.038,3.31451750050381
0.04,3.2145062989116
0.042,3.12031961966947
0.044,3.03269184029215
0.046,2.95207817855241
0.048,2.87864352654518
0.05,2.81226244557064
0.052,2.7525296783539
0.054,2.69878038070676
0.056,2.65011945945017
0.058,2.60545931587984
0.06,2.56356472642186
0.062,2.5231029643815
0.064,2.48269695036161
0.066,2.44097914895525
0.068,2.39664392034032
0.07,2.34849610807128
0.072,2.29549396469938
0.074,2.2367851246158
0.076,2.17173502443249
0.078,2.09994769008972
0.08,2.02127904154962
0.082,1.93584282335221
0.084,1.84400909138757
0.086,1.74639512448565
0.088,1.64384880370312
0.09,1.53742474758695
0.092,1.42835366291288
0.094,1.31800557493982
0.096,1.20784790705207
0.098,1.15395595442568
0.1,1.08758790614635
0.102,1.02261690735821
0.104,0.959161188858049
0.106,0.897354524584859
0.108,0.837339926543836
0.11,0.779262525293035
0.112,0.723263385611327
0.114,0.669475926345497
0.116,0.618025931730202
0.118,0.569035179092061
0.12,0.522627849996211
0.122,0.478938294037112
0.124,0.43811836373357
0.126,0.400342496284878
