-0.002,4.08609181758634
0,4.05685364479865
0.002,4.02636275385221
0.004,3.99441980643975
0.006,3.96084069146491
0.008,3.92546753479754
0.01,3.88817591336329
0.012,3.84887858259278
0.014,3.80752643186548
0.016,3.76410753848425
0.018,3.71864515391135
0.02,3.67119522213609
0.022,3.62184367207774
0.024,3.57070344288704
0.026,3.52638783283376
0.028,3.44670309959869
0.03,3.36629420515036
0.032,3.28622344869866
0.034,3.20750884751678
0.036,3.13109163892246
0.038,3.05780670073182
0.04,2.9883562735917
0.042,2.92328738138797
0.044,2.86297355809753
0.046,2.80760168371466
0.048,2.75716476117535
0.05,2.7114613783793
0.052,2.6701024929724
0.054,2.63252599867172
0.056,2.59801913422543
0.058,2.56574815573764
0.06,2.53479397059291
0.062,2.50419182776664
0.064,2.47297277237598
0.066,2.44020441607145
0.068,2.40502868694719
0.07,2.36669464860204
0.072,2.32458513106446
0.074,2.27823658005487
0.076,2.22735205270052
0.078,2.17180765340416
0.08,2.11165293700569
0.082,2.04710593465845
0.084,1.97854353753021
0.086,1.90648803610415
0.088,1.83159061166043
0.09,1.75461244939935
0.092,1.67640390469874
0.094,1.59788189290741
0.096,1.55357861985179
0.098,1.50122984929374
0.1,1.44942816717248
0.102,1.3983198270079
0.104,1.34807852596121
0.106,1.29889923267995
0.108,1.25098945798059
0.11,1.20455896884427
0.112,1.15980899280986
0.114,1.11692179703944
0.116,1.07605130759378
0.118,1.03731528556084
0.12,1.00078952452335
0.122,0.966504502044091
0.124,0.934444820189644
0.126,0.904551590826468
