-0.002,3.0962441457936
0,3.08131285357114
0.002,3.06666494098748
0.004,3.0523647586195
0.006,3.03847224687083
0.008,3.02504145734633
0.01,3.01211834412023
0.012,2.99973761627786
0.014,2.98791865932698
0.016,2.97666088612592
0.018,2.96593917974582
0.02,2.9557002666081
0.022,2.94586093220553
0.024,2.93630889213026
0.026,2.92690669241395
0.028,2.91749826560725
0.03,2.90791710720381
0.032,2.89799489872201
0.034,2.88756980717735
0.036,2.87649426359597
0.038,2.8646424027285
0.04,2.85191737265743
0.042,2.83825840293672
0.044,2.82364701193188
0.046,2.80811130015303
0.048,2.79172716088875
0.05,2.77461557431449
0.052,2.75693586476842
0.054,2.7547694403895
0.056,2.68891325984162
0.058,2.62421001076042
0.06,2.56250239132066
0.062,2.50551215245419
0.064,2.45477490868623
0.066,2.41158327135234
0.068,2.37694083009991
0.07,2.35152880960862
0.072,2.33568631469411
0.074,2.32940405583711
0.076,2.33233063526092
0.078,2.34379023242155
0.08,2.3628107979101
0.082,2.38816214031748
0.084,2.41840307334797
0.086,2.45193601417692
0.088,2.48706655685229
0.09,2.5220651968553
0.092,2.55522868198365
0.094,2.58493895813177
0.096,2.60971791836724
0.098,2.62827619658697
0.1,2.63955444575041
0.102,2.64275608445551
0.104,2.63737112885027
0.106,2.62319103439282
0.108,2.60031433932448
0.11,2.56914262287363
0.112,2.53036624638804
0.114,2.48493970402692
0.116,2.43404710498267
0.118,2.37905911407296
0.12,2.32148330689228
0.122,2.26291018842321
0.124,2.26790676676578
0.126,2.25698781834294
